95.20.35.137	tcp,192.168.1.2,21,36
208.86.198.92	udp,192.168.1.2,96,19
201.75.81.133	udp,192.168.1.2,74,66
188.153.103.12	udp,192.168.1.2,66,66
208.86.198.69	udp,192.168.1.2,96,19
192.168.1.2	udp,82.234.81.32,44,44
218.84.107.149	tcp,192.168.1.2,24,0
59.112.209.143	udp,192.168.1.2,62,79
221.199.171.69	udp,192.168.1.2,43,44
187.89.152.223	udp,192.168.1.2,40,14
60.163.236.216	udp,192.168.1.2,56,48
77.98.28.57	udp,192.168.1.2,35,96
83.55.151.248	udp,192.168.1.2,66,96
111.250.14.125	udp,192.168.1.2,54,32
82.40.91.34	udp,192.168.1.2,43,44
109.8.199.39	udp,192.168.1.2,35,96
190.191.239.160	udp,192.168.1.2,44,44
88.103.35.23	udp,192.168.1.2,66,66
151.51.31.67	udp,192.168.1.2,66,66
59.127.223.15	udp,192.168.1.2,51,96
2.36.97.63	tcp,192.168.1.2,0,0
201.89.146.242	udp,192.168.1.2,74,66
88.189.40.51	udp,192.168.1.2,74,66
87.5.199.26	udp,192.168.1.2,51,96
182.84.196.115	udp,192.168.1.2,48,30
186.22.98.89	udp,192.168.1.2,66,66
95.250.188.140	udp,192.168.1.2,66,66
85.137.82.217	udp,192.168.1.2,48,92
41.132.57.14	udp,192.168.1.2,74,66
201.11.15.42	udp,192.168.1.2,51,96
95.223.120.9	udp,192.168.1.2,60,78
218.79.233.88	udp,192.168.1.2,66,66
183.179.170.151	udp,192.168.1.2,43,44
95.239.243.19	udp,192.168.1.2,51,96
112.241.111.112	udp,192.168.1.2,32,82
83.57.83.50	udp,192.168.1.2,73,66
186.220.254.47	udp,192.168.1.2,65,66
27.19.245.140	udp,192.168.1.2,48,96
111.76.55.236	udp,192.168.1.2,38,28
95.245.248.68	udp,192.168.1.2,35,6
61.50.133.226	udp,192.168.1.2,35,96
187.62.2.142	udp,192.168.1.2,74,66
217.164.68.69	udp,192.168.1.2,54,0
212.198.146.44	udp,192.168.1.2,51,96
115.133.4.249	udp,192.168.1.2,51,85
94.36.37.184	udp,192.168.1.2,74,66
82.213.135.251	udp,192.168.1.2,66,66
81.43.230.162	udp,192.168.1.2,66,66
76.64.240.121	udp,192.168.1.2,74,66
192.168.1.2	tcp,90.1.17.233,0,0
151.67.225.223	udp,192.168.1.2,66,66
78.28.48.18	udp,192.168.1.2,0,0
117.65.115.147	udp,192.168.1.2,48,90
84.61.168.74	udp,192.168.1.2,35,6
84.228.174.28	udp,192.168.1.2,74,66
202.39.170.157	udp,192.168.1.2,48,90
151.61.106.175	udp,192.168.1.2,43,44
84.221.27.57	udp,192.168.1.2,44,44
123.235.228.124	udp,192.168.1.2,51,96
219.91.65.54	udp,192.168.1.2,48,30
114.40.81.210	udp,192.168.1.2,51,96
85.84.161.114	udp,192.168.1.2,35,6
114.38.84.242	udp,192.168.1.2,38,28
89.130.223.128	udp,192.168.1.2,38,44
109.53.172.33	udp,192.168.1.2,44,44
79.23.188.253	udp,192.168.1.2,66,66
81.202.250.120	udp,192.168.1.2,74,66
189.27.244.14	udp,192.168.1.2,66,66
77.196.19.221	udp,192.168.1.2,66,66
82.124.230.48	udp,192.168.1.2,44,44
80.116.168.93	udp,192.168.1.2,40,33
125.220.159.16	udp,192.168.1.2,74,66
86.197.197.101	udp,192.168.1.2,40,14
201.95.208.53	udp,192.168.1.2,3,11
81.244.159.178	udp,192.168.1.2,32,6
192.168.1.2	udp,82.249.203.204,44,44
208.86.198.167	udp,192.168.1.2,96,19
82.123.134.43	udp,192.168.1.2,43,14
85.50.231.46	udp,192.168.1.2,43,44
187.18.180.10	udp,192.168.1.2,63,66
187.37.19.192	udp,192.168.1.2,48,85
221.11.32.131	udp,192.168.1.2,2,96
192.168.1.2	udp,110.80.5.194,28,0
80.9.237.249	udp,192.168.1.2,74,66
98.180.34.68	udp,192.168.1.2,44,44
192.168.1.2	udp,77.253.71.109,44,44
110.136.87.3	udp,192.168.1.2,43,44
192.168.1.2	udp,87.10.18.168,44,44
95.234.245.123	udp,192.168.1.2,49,79
110.81.166.107	udp,192.168.1.2,48,85
120.82.53.40	udp,192.168.1.2,43,44
95.22.226.8	udp,192.168.1.2,66,66
114.237.238.15	udp,192.168.1.2,38,28
93.144.220.47	udp,192.168.1.2,66,66
188.82.177.50	udp,192.168.1.2,43,44
192.168.1.2	udp,190.68.191.205,44,44
203.110.163.238	udp,192.168.1.2,22,28
189.55.220.250	udp,192.168.1.2,66,58
115.44.184.175	udp,192.168.1.2,43,44
125.63.95.97	udp,192.168.1.2,51,96
86.97.21.100	udp,192.168.1.2,74,66
93.21.100.213	udp,192.168.1.2,51,96
117.87.170.31	udp,192.168.1.2,44,44
219.78.62.82	udp,192.168.1.2,66,66
72.225.206.25	udp,192.168.1.2,51,96
188.191.222.6	tcp,192.168.1.2,1,83
218.89.127.132	udp,192.168.1.2,51,96
217.118.64.42	udp,192.168.1.2,43,44
188.2.89.141	udp,192.168.1.2,74,66
77.193.8.74	udp,192.168.1.2,74,66
87.16.123.60	udp,192.168.1.2,65,66
216.246.229.90	udp,192.168.1.2,74,66
112.5.128.36	udp,192.168.1.2,43,44
220.124.232.236	udp,192.168.1.2,48,90
122.117.2.215	udp,192.168.1.2,68,0
89.216.174.184	udp,192.168.1.2,51,96
114.91.16.74	udp,192.168.1.2,78,69
85.54.151.92	tcp,192.168.1.2,29,36
83.40.228.160	udp,192.168.1.2,74,66
200.109.138.213	udp,192.168.1.2,40,14
78.13.29.18	tcp,192.168.1.2,0,0
114.38.39.112	udp,192.168.1.2,41,53
46.116.7.228	udp,192.168.1.2,51,96
222.177.26.109	udp,192.168.1.2,43,44
151.49.124.211	udp,192.168.1.2,43,44
77.126.29.140	udp,192.168.1.2,35,96
116.48.104.253	udp,192.168.1.2,60,84
189.120.170.225	udp,192.168.1.2,51,96
86.192.197.81	udp,192.168.1.2,34,14
187.38.111.49	udp,192.168.1.2,74,66
222.131.65.155	udp,192.168.1.2,66,58
192.168.1.2	udp,82.158.56.179,44,44
82.66.223.122	udp,192.168.1.2,40,14
2.100.195.179	udp,192.168.1.2,27,0
78.7.11.73	udp,192.168.1.2,43,44
114.47.65.78	udp,192.168.1.2,74,66
93.172.235.153	udp,192.168.1.2,43,44
78.15.129.222	udp,192.168.1.2,32,6
123.81.145.50	udp,192.168.1.2,43,72
60.217.212.244	udp,192.168.1.2,2,96
201.9.78.69	udp,192.168.1.2,48,90
84.126.62.55	udp,192.168.1.2,51,96
93.151.249.241	udp,192.168.1.2,51,96
81.84.38.26	udp,192.168.1.2,45,0
92.29.210.33	udp,192.168.1.2,27,0
85.136.66.154	udp,192.168.1.2,66,66
117.34.91.21	udp,192.168.1.2,41,96
112.112.240.16	udp,192.168.1.2,39,49
112.78.95.31	udp,192.168.1.2,51,96
87.221.229.168	udp,192.168.1.2,66,66
79.10.123.190	udp,192.168.1.2,51,96
58.20.170.185	udp,192.168.1.2,38,28
84.103.161.121	udp,192.168.1.2,41,79
60.184.97.85	udp,192.168.1.2,35,96
58.49.251.112	udp,192.168.1.2,47,58
208.66.72.90	udp,192.168.1.2,66,66
84.229.146.114	udp,192.168.1.2,74,66
192.168.1.2	tcp,41.248.40.59,0,0
187.126.106.3	tcp,192.168.1.2,0,0
82.50.92.188	udp,192.168.1.2,43,44
192.168.1.2	tcp,83.35.59.233,0,0
60.48.175.168	udp,192.168.1.2,43,44
178.78.88.206	udp,192.168.1.2,44,44
93.38.155.87	udp,192.168.1.2,74,66
84.72.78.251	udp,192.168.1.2,51,96
188.218.212.164	udp,192.168.1.2,43,44
114.34.212.93	tcp,192.168.1.2,0,0
112.24.97.98	udp,192.168.1.2,38,28
192.168.1.2	udp,115.50.32.200,28,38
58.214.5.114	udp,192.168.1.2,52,96
192.168.1.2	udp,60.215.206.8,44,38
95.20.35.137	udp,192.168.1.2,30,6
222.28.82.40	udp,192.168.1.2,35,96
189.238.63.99	udp,192.168.1.2,48,85
118.93.52.196	udp,192.168.1.2,36,0
115.44.184.175	udp,192.168.1.2,51,85
84.228.135.141	udp,192.168.1.2,25,6
84.63.20.200	udp,192.168.1.2,51,85
46.25.90.145	udp,192.168.1.2,43,44
79.54.70.59	udp,192.168.1.2,66,66
217.132.89.113	udp,192.168.1.2,43,44
60.171.124.67	udp,192.168.1.2,51,96
151.50.144.194	udp,192.168.1.2,51,96
94.167.127.197	udp,192.168.1.2,48,85
93.150.146.147	udp,192.168.1.2,35,6
79.107.35.161	udp,192.168.1.2,51,96
201.79.185.126	tcp,192.168.1.2,26,42
111.224.179.155	udp,192.168.1.2,34,14
192.168.1.2	udp,190.30.5.196,44,0
114.84.152.242	udp,192.168.1.2,44,96
119.161.238.12	udp,192.168.1.2,74,66
151.76.4.63	tcp,192.168.1.2,0,0
79.1.141.124	udp,192.168.1.2,66,66
58.33.78.104	udp,192.168.1.2,74,66
219.135.31.207	udp,192.168.1.2,48,96
95.242.16.164	udp,192.168.1.2,32,6
192.168.1.2	udp,79.9.25.143,44,44
192.168.1.2	udp,113.116.131.68,44,44
123.110.78.95	udp,192.168.1.2,54,30
94.23.229.92	udp,192.168.1.2,74,66
95.120.65.96	udp,192.168.1.2,35,96
88.23.90.124	udp,192.168.1.2,51,96
114.80.183.142	udp,192.168.1.2,41,96
189.110.20.63	udp,192.168.1.2,63,66
78.43.137.38	udp,192.168.1.2,31,32
79.10.49.74	udp,192.168.1.2,44,44
95.17.134.71	udp,192.168.1.2,51,96
86.220.0.36	tcp,192.168.1.2,0,0
99.1.240.45	udp,192.168.1.2,45,0
77.195.206.216	udp,192.168.1.2,74,66
122.122.184.246	udp,192.168.1.2,44,44
87.3.53.55	udp,192.168.1.2,51,96
58.53.147.46	udp,192.168.1.2,49,78
2.81.227.155	udp,192.168.1.2,51,96
86.207.19.66	tcp,192.168.1.2,22,53
151.51.36.99	udp,192.168.1.2,44,44
92.147.181.113	tcp,192.168.1.2,1,84
220.184.202.199	udp,192.168.1.2,43,44
117.79.73.74	udp,192.168.1.2,51,96
90.52.99.45	udp,192.168.1.2,48,85
93.63.139.109	udp,192.168.1.2,43,44
194.110.77.194	udp,192.168.1.2,66,58
80.230.118.172	udp,192.168.1.2,70,70
203.147.65.35	udp,192.168.1.2,43,44
61.51.202.90	udp,192.168.1.2,51,85
95.237.184.50	udp,192.168.1.2,43,44
119.202.134.160	udp,192.168.1.2,66,66
67.212.102.136	udp,192.168.1.2,74,66
85.196.207.226	udp,192.168.1.2,43,44
85.86.209.57	udp,192.168.1.2,49,92
95.39.139.193	udp,192.168.1.2,40,14
201.37.72.64	udp,192.168.1.2,32,6
91.117.13.226	udp,192.168.1.2,60,72
87.19.186.91	udp,192.168.1.2,40,14
192.168.1.2	udp,85.152.149.216,44,44
79.178.36.19	udp,192.168.1.2,74,66
71.33.7.83	udp,192.168.1.2,34,14
90.56.39.185	udp,192.168.1.2,43,44
85.68.173.239	udp,192.168.1.2,51,96
192.168.1.2	udp,82.159.9.151,70,48
93.148.248.38	udp,192.168.1.2,51,96
83.59.153.211	udp,192.168.1.2,43,44
220.125.25.15	udp,192.168.1.2,40,49
84.126.98.189	udp,192.168.1.2,66,66
79.35.106.20	udp,192.168.1.2,74,66
117.24.192.56	udp,192.168.1.2,54,30
192.168.1.2	udp,124.118.245.152,28,0
109.118.35.227	udp,192.168.1.2,47,70
60.171.124.68	udp,192.168.1.2,51,96
93.88.111.249	udp,192.168.1.2,51,96
84.124.88.51	tcp,192.168.1.2,1,70
109.175.148.4	udp,192.168.1.2,51,96
125.71.231.76	udp,192.168.1.2,51,85
85.86.65.68	udp,192.168.1.2,74,66
87.8.233.239	udp,192.168.1.2,51,96
192.168.1.2	tcp,188.216.25.220,0,0
116.26.150.34	udp,192.168.1.2,47,70
151.5.100.253	udp,192.168.1.2,51,96
2.138.28.60	udp,192.168.1.2,43,14
188.216.77.208	udp,192.168.1.2,43,44
82.120.186.147	udp,192.168.1.2,74,66
85.68.132.33	udp,192.168.1.2,66,66
87.65.183.238	udp,192.168.1.2,43,44
114.96.137.42	udp,192.168.1.2,74,66
77.230.32.27	udp,192.168.1.2,49,85
93.144.15.15	udp,192.168.1.2,74,66
109.67.17.32	udp,192.168.1.2,43,44
93.27.221.29	udp,192.168.1.2,47,70
114.237.136.41	udp,192.168.1.2,51,96
86.52.106.171	udp,192.168.1.2,51,96
24.232.14.106	udp,192.168.1.2,66,66
121.13.221.230	udp,192.168.1.2,74,66
173.180.202.173	udp,192.168.1.2,66,66
88.208.129.161	udp,192.168.1.2,44,44
87.9.58.184	udp,192.168.1.2,74,66
88.14.37.143	udp,192.168.1.2,48,85
58.115.100.208	udp,192.168.1.2,74,66
124.11.188.69	udp,192.168.1.2,32,96
192.168.1.2	udp,93.22.191.117,44,44
186.18.23.196	udp,192.168.1.2,66,66
60.50.227.139	udp,192.168.1.2,48,96
189.79.205.202	udp,192.168.1.2,60,78
189.55.38.136	tcp,192.168.1.2,23,0
88.22.11.67	udp,192.168.1.2,43,44
151.47.10.125	udp,192.168.1.2,43,44
85.155.47.158	udp,192.168.1.2,74,66
91.118.59.231	udp,192.168.1.2,51,85
218.84.107.149	tcp,192.168.1.2,72,0
59.175.234.3	udp,192.168.1.2,43,44
85.49.176.166	udp,192.168.1.2,43,44
201.82.23.253	udp,192.168.1.2,44,44
192.168.1.2	udp,220.143.11.238,44,44
221.235.138.189	udp,192.168.1.2,48,90
95.238.195.251	udp,192.168.1.2,47,58
192.168.1.2	tcp,201.95.15.166,63,4
177.17.4.58	udp,192.168.1.2,66,66
192.168.1.2	udp,84.122.192.231,44,0
79.44.21.193	udp,192.168.1.2,66,66
92.143.238.9	udp,192.168.1.2,43,44
66.176.173.39	udp,192.168.1.2,32,69
82.60.71.20	udp,192.168.1.2,66,66
58.44.174.66	udp,192.168.1.2,51,96
123.246.91.66	udp,192.168.1.2,38,28
71.202.82.132	udp,192.168.1.2,74,66
117.80.233.190	udp,192.168.1.2,62,66
218.84.107.149	tcp,192.168.1.2,24,0
121.8.143.198	udp,192.168.1.2,48,96
190.250.223.220	udp,192.168.1.2,40,33
196.217.240.149	udp,192.168.1.2,51,96
81.51.140.180	udp,192.168.1.2,66,66
212.243.89.114	udp,192.168.1.2,51,96
88.180.153.58	udp,192.168.1.2,66,66
151.28.22.95	udp,192.168.1.2,66,66
78.12.150.202	udp,192.168.1.2,35,69
82.213.190.168	tcp,192.168.1.2,0,0
58.20.5.108	udp,192.168.1.2,35,96
119.161.239.51	udp,192.168.1.2,43,44
88.18.61.120	udp,192.168.1.2,74,66
79.177.11.170	udp,192.168.1.2,43,44
87.1.45.76	udp,192.168.1.2,44,44
94.193.234.62	udp,192.168.1.2,48,90
72.46.130.218	udp,192.168.1.2,48,85
212.7.212.120	udp,192.168.1.2,51,85
83.54.23.2	udp,192.168.1.2,74,66
187.10.132.154	udp,192.168.1.2,38,44
125.31.0.38	udp,192.168.1.2,48,85
200.138.57.129	tcp,192.168.1.2,33,37
117.136.9.140	udp,192.168.1.2,35,96
114.84.199.170	udp,192.168.1.2,38,28
151.65.22.149	udp,192.168.1.2,66,66
88.76.111.28	udp,192.168.1.2,43,44
212.199.159.84	udp,192.168.1.2,66,72
60.185.24.75	udp,192.168.1.2,43,44
192.168.1.2	udp,84.123.127.105,44,44
111.173.65.93	udp,192.168.1.2,74,66
192.168.1.2	tcp,85.48.37.190,0,0
112.65.16.158	udp,192.168.1.2,74,66
60.32.215.10	udp,192.168.1.2,38,28
2.36.242.59	udp,192.168.1.2,51,96
71.34.64.127	udp,192.168.1.2,66,66
218.29.216.180	udp,192.168.1.2,35,69
58.34.70.26	udp,192.168.1.2,2,96
192.168.1.2	tcp,219.70.173.145,0,0
79.39.234.97	udp,192.168.1.2,74,66
186.18.86.92	udp,192.168.1.2,51,96
90.31.145.237	udp,192.168.1.2,43,44
117.79.128.209	udp,192.168.1.2,54,30
82.243.200.234	udp,192.168.1.2,49,90
201.53.11.153	udp,192.168.1.2,74,66
219.81.195.88	udp,192.168.1.2,74,66
202.110.131.135	udp,192.168.1.2,38,44
189.105.22.170	tcp,192.168.1.2,0,0
175.140.125.54	udp,192.168.1.2,48,90
80.24.83.81	udp,192.168.1.2,43,44
2.32.86.200	udp,192.168.1.2,51,96
113.89.38.108	udp,192.168.1.2,63,66
192.168.1.2	tcp,93.36.192.21,0,0
69.253.238.166	udp,192.168.1.2,24,49
112.104.132.27	udp,192.168.1.2,74,66
87.8.11.127	udp,192.168.1.2,43,44
188.84.125.63	udp,192.168.1.2,51,96
192.168.1.2	tcp,93.71.37.63,0,0
189.55.38.136	udp,192.168.1.2,32,6
151.47.188.84	udp,192.168.1.2,43,44
192.168.1.2	tcp,87.5.109.243,62,1
221.5.86.42	udp,192.168.1.2,74,66
221.182.46.149	udp,192.168.1.2,43,44
83.86.85.227	udp,192.168.1.2,74,66
79.31.197.42	udp,192.168.1.2,74,66
83.43.28.67	udp,192.168.1.2,51,96
192.168.1.2	udp,69.134.72.69,44,44
117.59.24.28	udp,192.168.1.2,51,96
88.73.92.43	udp,192.168.1.2,43,44
82.105.153.106	udp,192.168.1.2,51,96
119.180.28.98	udp,192.168.1.2,66,66
192.168.1.2	tcp,218.102.79.141,0,0
95.245.55.131	udp,192.168.1.2,33,14
192.168.1.2	udp,87.216.97.4,44,44
192.168.1.2	udp,84.236.172.166,44,44
82.234.120.54	udp,192.168.1.2,48,90
210.6.236.32	udp,192.168.1.2,43,44
92.25.144.69	udp,192.168.1.2,43,44
192.168.1.2	udp,82.49.79.169,44,0
151.95.187.38	udp,192.168.1.2,66,66
189.12.227.17	udp,192.168.1.2,74,66
218.84.107.149	tcp,192.168.1.2,7,0
151.40.98.199	udp,192.168.1.2,44,44
113.79.71.101	udp,192.168.1.2,34,14
192.168.1.2	udp,219.70.173.145,33,40
94.193.234.62	udp,192.168.1.2,43,44
192.168.1.2	tcp,188.153.65.89,83,1
180.68.77.100	udp,192.168.1.2,51,85
151.46.86.65	udp,192.168.1.2,74,66
81.251.211.56	udp,192.168.1.2,44,44
151.60.8.206	udp,192.168.1.2,47,61
114.91.51.223	udp,192.168.1.2,51,96
189.83.239.208	udp,192.168.1.2,51,96
190.176.31.167	udp,192.168.1.2,74,66
87.111.131.42	udp,192.168.1.2,66,66
125.78.7.149	udp,192.168.1.2,32,96
83.252.15.24	udp,192.168.1.2,74,66
151.48.6.93	udp,192.168.1.2,48,96
60.171.124.75	udp,192.168.1.2,43,44
192.168.1.2	udp,60.23.156.39,44,0
78.13.18.177	udp,192.168.1.2,44,44
60.246.216.79	udp,192.168.1.2,51,96
114.93.252.154	udp,192.168.1.2,49,44
192.168.1.2	udp,121.29.134.162,44,38
89.141.120.237	udp,192.168.1.2,66,66
110.6.16.68	udp,192.168.1.2,51,96
82.166.25.237	udp,192.168.1.2,48,85
221.127.125.128	udp,192.168.1.2,50,89
192.168.1.2	udp,219.136.174.153,30,38
77.211.171.97	udp,192.168.1.2,44,44
87.21.208.249	udp,192.168.1.2,66,76
94.23.220.152	udp,192.168.1.2,66,66
80.104.178.19	udp,192.168.1.2,40,14
192.168.1.2	udp,151.61.14.66,44,44
87.18.194.192	udp,192.168.1.2,48,85
189.56.198.50	udp,192.168.1.2,43,44
192.168.1.2	udp,58.114.73.136,44,44
95.246.191.30	udp,192.168.1.2,43,44
208.66.72.90	udp,192.168.1.2,64,66
221.176.88.166	udp,192.168.1.2,48,85
192.168.1.2	tcp,190.250.223.220,0,0
221.214.216.5	udp,192.168.1.2,43,44
61.136.74.218	udp,192.168.1.2,51,96
93.146.202.124	udp,192.168.1.2,44,44
218.84.107.149	tcp,192.168.1.2,19,0
192.168.1.2	udp,80.30.46.140,44,49
190.173.174.239	udp,192.168.1.2,74,66
200.203.108.254	udp,192.168.1.2,43,44
82.229.61.118	udp,192.168.1.2,48,90
113.78.9.100	udp,192.168.1.2,51,96
192.168.1.2	udp,151.20.203.223,44,43
61.131.242.247	udp,192.168.1.2,74,66
187.66.46.23	udp,192.168.1.2,66,66
80.31.106.157	udp,192.168.1.2,66,66
60.208.24.58	tcp,192.168.1.2,72,0
183.7.131.123	udp,192.168.1.2,66,66
1.203.7.110	udp,192.168.1.2,47,58
87.220.103.156	udp,192.168.1.2,66,66
192.168.1.2	udp,112.246.204.20,28,38
80.116.175.124	udp,192.168.1.2,66,66
83.97.224.19	udp,192.168.1.2,74,66
217.217.134.30	udp,192.168.1.2,43,44
180.158.64.84	udp,192.168.1.2,74,66
82.51.78.203	udp,192.168.1.2,44,44
95.103.143.252	udp,192.168.1.2,51,96
121.186.140.187	udp,192.168.1.2,74,66
93.150.108.217	udp,192.168.1.2,51,96
79.158.24.125	udp,192.168.1.2,40,14
87.13.168.43	udp,192.168.1.2,51,96
62.42.36.219	udp,192.168.1.2,51,96
187.22.49.249	udp,192.168.1.2,38,44
83.46.230.228	udp,192.168.1.2,74,66
98.229.59.105	udp,192.168.1.2,35,69
187.71.54.199	udp,192.168.1.2,40,14
88.12.64.39	udp,192.168.1.2,51,96
59.77.11.215	udp,192.168.1.2,66,66
85.26.107.26	udp,192.168.1.2,51,85
85.89.167.193	udp,192.168.1.2,33,14
121.18.127.215	udp,192.168.1.2,74,66
79.3.103.21	udp,192.168.1.2,32,6
95.249.246.119	udp,192.168.1.2,74,66
151.62.31.162	udp,192.168.1.2,66,66
94.36.36.231	udp,192.168.1.2,51,96
85.58.247.221	udp,192.168.1.2,74,66
192.168.1.2	tcp,219.74.115.39,0,0
79.9.101.113	udp,192.168.1.2,66,66
219.84.212.57	udp,192.168.1.2,48,85
123.181.102.51	udp,192.168.1.2,51,85
85.57.208.107	udp,192.168.1.2,66,66
177.26.180.104	udp,192.168.1.2,44,44
87.29.48.87	udp,192.168.1.2,51,96
180.123.203.114	udp,192.168.1.2,36,73
85.65.237.44	udp,192.168.1.2,51,96
116.87.230.44	udp,192.168.1.2,47,58
84.61.126.75	udp,192.168.1.2,48,85
77.229.120.61	udp,192.168.1.2,43,44
187.111.93.46	udp,192.168.1.2,51,96
93.40.123.186	udp,192.168.1.2,74,66
93.173.173.98	tcp,192.168.1.2,0,0
58.61.143.173	udp,192.168.1.2,74,66
83.44.152.155	udp,192.168.1.2,48,85
89.29.238.116	tcp,192.168.1.2,0,0
84.126.192.107	udp,192.168.1.2,51,96
123.162.15.225	udp,192.168.1.2,48,96
92.29.210.33	udp,192.168.1.2,27,0
94.39.162.245	udp,192.168.1.2,32,6
84.228.166.130	udp,192.168.1.2,66,66
113.1.20.244	udp,192.168.1.2,38,44
151.65.28.62	udp,192.168.1.2,66,66
196.201.207.38	udp,192.168.1.2,51,85
60.48.117.147	udp,192.168.1.2,48,90
84.127.205.17	udp,192.168.1.2,44,44
189.29.86.7	udp,192.168.1.2,74,66
151.82.94.6	udp,192.168.1.2,51,96
151.95.198.222	udp,192.168.1.2,32,6
192.168.1.2	udp,188.83.211.48,44,49
201.8.136.116	tcp,192.168.1.2,84,0
80.201.193.195	udp,192.168.1.2,28,33
115.60.63.165	udp,192.168.1.2,38,28
90.34.254.163	udp,192.168.1.2,35,6
189.104.241.3	udp,192.168.1.2,43,44
212.46.169.144	udp,192.168.1.2,48,85
1.36.224.12	udp,192.168.1.2,49,85
79.159.172.74	udp,192.168.1.2,51,96
180.172.0.88	udp,192.168.1.2,63,58
211.74.62.51	udp,192.168.1.2,63,66
203.82.82.17	udp,192.168.1.2,43,44
122.107.138.22	udp,192.168.1.2,40,46
222.48.14.7	udp,192.168.1.2,32,96
77.210.174.138	udp,192.168.1.2,32,6
192.168.1.2	udp,115.50.55.168,28,38
61.98.217.55	udp,192.168.1.2,40,14
80.24.83.81	udp,192.168.1.2,43,44
190.166.246.197	udp,192.168.1.2,44,0
190.210.109.185	udp,192.168.1.2,74,66
79.22.223.254	udp,192.168.1.2,48,85
79.13.23.170	udp,192.168.1.2,74,66
59.104.152.19	udp,192.168.1.2,35,69
212.70.205.112	tcp,192.168.1.2,0,0
212.243.89.114	udp,192.168.1.2,43,44
188.152.117.97	udp,192.168.1.2,74,66
186.220.215.138	udp,192.168.1.2,63,66
61.60.76.45	udp,192.168.1.2,33,14
192.168.1.2	udp,93.148.242.88,44,49
60.171.124.67	udp,192.168.1.2,43,44
189.68.136.243	udp,192.168.1.2,40,49
192.168.1.2	udp,117.11.158.214,28,38
141.31.184.105	udp,192.168.1.2,35,96
192.168.1.2	udp,201.21.242.166,44,0
110.174.89.235	udp,192.168.1.2,54,30
222.141.53.51	udp,192.168.1.2,32,96
79.144.222.124	udp,192.168.1.2,51,96
124.234.243.204	udp,192.168.1.2,74,66
200.50.170.230	udp,192.168.1.2,74,66
124.73.72.124	udp,192.168.1.2,66,66
122.121.153.5	udp,192.168.1.2,32,69
83.53.4.157	udp,192.168.1.2,74,66
192.168.1.2	udp,87.19.154.213,44,44
94.39.18.146	udp,192.168.1.2,45,0
121.66.32.234	udp,192.168.1.2,43,44
118.116.205.13	udp,192.168.1.2,66,66
211.102.193.202	udp,192.168.1.2,35,69
192.168.1.2	udp,123.68.5.125,28,38
94.162.71.230	udp,192.168.1.2,66,58
71.234.64.103	udp,192.168.1.2,74,66
192.168.1.2	udp,76.71.54.232,44,0
113.140.1.22	udp,192.168.1.2,38,28
187.54.171.172	udp,192.168.1.2,47,70
46.116.147.131	udp,192.168.1.2,74,66
151.48.16.180	udp,192.168.1.2,51,96
187.14.185.35	udp,192.168.1.2,43,44
77.118.59.52	udp,192.168.1.2,43,44
121.215.153.57	udp,192.168.1.2,40,14
84.121.233.97	udp,192.168.1.2,43,44
85.155.54.5	udp,192.168.1.2,44,44
123.6.78.245	udp,192.168.1.2,44,61
95.232.217.59	udp,192.168.1.2,74,66
94.39.18.146	udp,192.168.1.2,45,0
151.60.251.191	tcp,192.168.1.2,0,0
219.74.115.39	udp,192.168.1.2,46,68
200.100.245.223	udp,192.168.1.2,51,96
201.241.108.40	udp,192.168.1.2,51,96
87.6.40.6	udp,192.168.1.2,43,44
218.22.21.162	udp,192.168.1.2,44,44
182.88.14.148	udp,192.168.1.2,45,96
82.55.71.18	udp,192.168.1.2,74,66
192.168.1.2	udp,220.188.98.213,28,38
202.206.209.218	udp,192.168.1.2,51,96
192.168.1.2	udp,85.50.108.176,44,44
189.105.65.174	udp,192.168.1.2,44,64
110.1.116.132	udp,192.168.1.2,48,30
117.88.70.191	udp,192.168.1.2,43,44
93.71.37.63	udp,192.168.1.2,33,29
189.118.21.251	tcp,192.168.1.2,0,0
86.207.16.17	udp,192.168.1.2,43,44
90.4.3.148	udp,192.168.1.2,32,6
90.23.197.227	udp,192.168.1.2,66,66
123.52.106.118	udp,192.168.1.2,48,85
124.236.2.94	udp,192.168.1.2,36,53
87.111.209.207	udp,192.168.1.2,51,85
187.3.210.225	udp,192.168.1.2,35,6
82.245.218.136	udp,192.168.1.2,32,6
114.36.216.198	udp,192.168.1.2,44,44
221.239.136.252	udp,192.168.1.2,43,44
93.28.100.52	udp,192.168.1.2,51,96
218.207.193.164	udp,192.168.1.2,74,66
88.166.76.97	udp,192.168.1.2,43,44
67.180.244.109	tcp,192.168.1.2,0,0
213.151.63.149	udp,192.168.1.2,43,14
201.74.14.210	udp,192.168.1.2,52,63
192.168.1.2	udp,220.133.153.160,44,44
86.72.157.169	udp,192.168.1.2,43,44
112.94.53.184	udp,192.168.1.2,48,85
213.60.0.84	udp,192.168.1.2,51,96
84.127.92.243	udp,192.168.1.2,51,96
93.42.148.125	tcp,192.168.1.2,29,44
192.168.1.2	udp,189.83.116.250,44,0
113.69.220.102	udp,192.168.1.2,48,85
192.168.1.2	udp,180.168.88.198,28,0
187.91.3.236	udp,192.168.1.2,44,44
58.253.38.234	udp,192.168.1.2,66,53
84.111.89.151	udp,192.168.1.2,43,44
